sentence,sentiment,impact,sentiments,impacts,batch,film_title,sentences_nopunc,duplicated
W AWESOME,Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Engagement with Film' 'Engagement with Film'
 'Engagement with Film']",2,SuperTornado: Anatomy of a Megadisaster,w awesome,FALSE
Most 30 minutes 3d from Imax are good to buy.,Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Not applicable' 'Engagement with Film'
 'Engagement with Film']",2,Space Junk,most 30 minutes 3d from imax are good to buy,FALSE
"That said, the documentary is worth watching. ",Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Engagement with Film' 'Engagement with Film'
 'Engagement with Film']",2,SuperTornado: Anatomy of a Megadisaster,that said the documentary is worth watching,FALSE
Well worth watching.,Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Engagement with Film' 'Engagement with Film'
 'Engagement with Film']",2,SuperTornado: Anatomy of a Megadisaster,well worth watching,FALSE
"Writers go to every length to create an interesting story, saga, journey. ",Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Engagement with Film'
 'Interest with Science Topic' 'Engagement with Film']",2,The Jupiter Enigma,writers go to every length to create an interesting story saga journey,FALSE
Very interesting documentary.,Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Interest with Science Topic' 'Engagement with Film'
 'Interest with Science Topic' 'Engagement with Film']",2,SuperTornado: Anatomy of a Megadisaster,very interesting documentary,FALSE
"Staying awake was the problem, though, and this space doc fixed it. ",Positive,Engagement with Film,['Positive' 'Positive' 'Neutral' 'Negative'],"['Engagement with Film' 'Engagement with Film' 'Impersonal Report'
 'Engagement with Film']",2,The Jupiter Enigma,staying awake was the problem though and this space doc fixed it,FALSE
Highly recommended.,Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Engagement with Film' 'Shift in Knowledge'
 'Engagement with Film']",2,SuperTornado: Anatomy of a Megadisaster,highly recommended,FALSE
"Thorough, fascinating, covers current theory and projects and the visuals are absolutely gorgeous. ",Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Interest with Science Topic' 'Engagement with Film'
 'Interest with Science Topic' 'Engagement with Film']",2,Seeing the Beginning of Time,thorough fascinating covers current theory and projects and the visuals are absolutely gorgeous,FALSE
They covered the material well and the graphics were pretty good.,Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Engagement with Film'
 'Interest with Science Topic' 'Engagement with Film']",2,The Jupiter Enigma,they covered the material well and the graphics were pretty good,FALSE
" Good job for hosting this film, Amazon! ",Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Not applicable' 'Engagement with Film'
 'Not applicable']",2,Solar Superstorms: Journey to the Center of the Sun,good job for hosting this film amazon,FALSE
Great DVD about a big problem that only the satellite people talk about.,Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Engagement with Film'
 'Interest with Science Topic' 'Interest with Science Topic']",2,Space Junk,great dvd about a big problem that only the satellite people talk about,FALSE
Xive has some of the most beautifully produced documentaries!,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],3,Seeing the Beginning of Time,xive has some of the most beautifully produced documentaries,FALSE
A great presentation of the latest findings and footage.,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],3,The Jupiter Enigma,a great presentation of the latest findings and footage,FALSE
"A definite must see, especially in 3D! ",Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Not applicable'],3,Space Junk,a definite must see especially in 3d,FALSE
Great show with a cool storm story,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Engagement with Film'
 'Interest with Science Topic']",3,SuperTornado: Anatomy of a Megadisaster,great show with a cool storm story,FALSE
" As others mentioned, it felt like something you'd watch in school - lots of info, but not presented in a way that generates passion about it. ",Positive,Engagement with Film,['Negative' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Shift in Knowledge'],3,Seeing the Beginning of Time,as others mentioned it felt like something youd watch in school lots of info but not presented in a way that generates passion about it,FALSE
great great great collection.,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Not applicable'],3,Space Junk,great great great collection,FALSE
Super interesting with awesome graphics galore.,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],3,Seeing the Beginning of Time,super interesting with awesome graphics galore,FALSE
This show was interesting in a way I feel NdG Tyson's reimagined 'Cosmos' sort of overdid with modern SFX...,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],3,Seeing the Beginning of Time,this show was interesting in a way i feel ndg tysons reimagined cosmos sort of overdid with modern sfx,FALSE
"This was interesting, but it was extremely dry. ",Positive,Engagement with Film,['Positive' 'Negative' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Not applicable'],3,SuperTornado: Anatomy of a Megadisaster,this was interesting but it was extremely dry,FALSE
"Interesting educational facts of the junk floating around us , 3D effects could be better and definitely outclassed if compared to the 3D effects of GRAVITY if the forthcoming DVD release is as good  as the theater release !!! ",Positive,Engagement with Film,['Neutral' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Shift in Knowledge'],3,Space Junk,interesting educational facts of the junk floating around us 3d effects could be better and definitely outclassed if compared to the 3d effects of gravity if the forthcoming dvd release is as good as the theater release,FALSE
I thought this was easy to follow.,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],3,Birth of Planet Earth,i thought this was easy to follow,FALSE
Eye opening,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Shift in Knowledge' 'Engagement with Film' 'Interest with Science Topic'],3,Solar Superstorms: Journey to the Center of the Sun,eye opening,FALSE
This movie was very true and these events happen.,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Not applicable'],3,SuperTornado: Anatomy of a Megadisaster,this movie was very true and these events happen,FALSE
Images are strong and have significant impact but narration drags.,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],3,SuperTornado: Anatomy of a Megadisaster,images are strong and have significant impact but narration drags,FALSE
It was very informative.,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Shift in Knowledge'],3,SuperTornado: Anatomy of a Megadisaster,it was very informative,FALSE
"Informative, but not a spectacular video. ",Positive,Engagement with Film,['Neutral' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Shift in Knowledge'],3,SuperTornado: Anatomy of a Megadisaster,informative but not a spectacular video,FALSE
Informative but dull.,Positive,Engagement with Film,['Neutral' 'Positive' 'Positive'],['Engagement with Film' 'Not applicable' 'Shift in Knowledge'],3,SuperTornado: Anatomy of a Megadisaster,informative but dull,FALSE
"However, it was informative and makes you wonder at all the stuff whizzing around our planet. ",Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Interest with Science Topic' 'Engagement with Film' 'Shift in Knowledge'],3,Space Junk,however it was informative and makes you wonder at all the stuff whizzing around our planet,FALSE
I recommend it.,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Not applicable'],3,Seeing the Beginning of Time,i recommend it,FALSE
"Not only is this entertaining and extraordinary , but you will enjoy the peaceful , calm voice of the narrator. ",Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],3,Seeing the Beginning of Time,not only is this entertaining and extraordinary but you will enjoy the peaceful calm voice of the narrator,FALSE
Very interesting and the 3D effects were very good.,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],3,Space Junk,very interesting and the 3d effects were very good,FALSE
I love good 3D and this has some good 3D in it,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],3,Space Junk,i love good 3d and this has some good 3d in it,FALSE
" So it may be, but it does spark the imagination. ",Positive,Engagement with Film,['Positive' 'Negative' 'Positive'],"['Interest with Science Topic' 'Engagement with Film'
 'Engagement with Film']",3,The Jupiter Enigma,so it may be but it does spark the imagination,FALSE
Super real documentary!,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Not applicable'],3,SuperTornado: Anatomy of a Megadisaster,super real documentary,FALSE
"Really high quality content, only wish it were longer. ",Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],3,Seeing the Beginning of Time,really high quality content only wish it were longer,FALSE
good movie needed more action,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],3,SuperTornado: Anatomy of a Megadisaster,good movie needed more action,FALSE
But worth watching visually.,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],3,The Jupiter Enigma,but worth watching visually,FALSE
Great Doc,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Not applicable'],3,SuperTornado: Anatomy of a Megadisaster,great doc,FALSE
Exvellent and informative.,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Shift in Knowledge'],3,SuperTornado: Anatomy of a Megadisaster,exvellent and informative,FALSE
It was a gripping movie.,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],3,SuperTornado: Anatomy of a Megadisaster,it was a gripping movie,FALSE
Great footage of the super tornado and it's aftermath.,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],3,SuperTornado: Anatomy of a Megadisaster,great footage of the super tornado and its aftermath,FALSE
